"componente","grupo","familia","ordem","especie","categoria_portaria148","lista_anterior"
"Flora",NA,"Myrtaceae",NA,"Eugenia ruschiana","CR","nao"
"Flora",NA,"Myrtaceae",NA,"Eugenia salacifolia","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Eugenia sclerocalyx","VU","sim"
"Flora",NA,"Myrtaceae",NA,"Eugenia sessilifolia","CR","nao"
"Flora",NA,"Myrtaceae",NA,"Eugenia sobraliana","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Eugenia sulcatifolia","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Eugenia tenuipedunculata","VU","nao"
"Flora",NA,"Myrtaceae",NA,"Eugenia theodorae","CR","nao"
"Flora",NA,"Myrtaceae",NA,"Eugenia tumescens","CR","nao"
"Flora",NA,"Myrtaceae",NA,"Eugenia valsuganana","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Eugenia vattimoana","CR","sim"
"Flora",NA,"Myrtaceae",NA,"Eugenia villaenovae","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Eugenia xanthoxyloides","VU","nao"
"Flora",NA,"Myrtaceae",NA,"Myrceugenia bananalensis","CR","nao"
"Flora",NA,"Myrtaceae",NA,"Myrceugenia bracteosa","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrceugenia brevipedicellata","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrceugenia foveolata","VU","sim"
"Flora",NA,"Myrtaceae",NA,"Myrceugenia franciscensis","VU","sim"
"Flora",NA,"Myrtaceae",NA,"Myrceugenia gertii","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrceugenia hamoniana","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrceugenia hatschbachii","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrceugenia hoehnei","VU","sim"
"Flora",NA,"Myrtaceae",NA,"Myrceugenia kleinii","VU","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia almasensis","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia amplexicaulis","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia carioca","VU","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia congestiflora","VU","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia cymatophylla","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia espiritosantensis","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia fusiformis","VU","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia gilsoniana","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia hexasticha","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia lughadhae","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia magnifolia","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia martiusiana","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia neocambessedeana","CR","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia neosericea","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia pendula","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia pileata","VU","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia restingae","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia reticulata","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia riodocensis","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia robusta","CR","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia rupicola","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia ruschii","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia skortzoviana","CR","sim"
"Flora",NA,"Myrtaceae",NA,"Myrcia stictophylla","CR","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia velutiflora","CR","nao"
"Flora",NA,"Myrtaceae",NA,"Myrcia warmingiana","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrciaria alagoana","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrciaria evanida","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Myrciaria leucadendron","CR","nao"
"Flora",NA,"Myrtaceae",NA,"Myrciaria plinioides","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Neomitranthes amblymitra","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Neomitranthes cordifolia","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Neomitranthes gracilis","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Neomitranthes obtusa","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Neomitranthes pedicellata","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Neomitranthes pereireana","VU","nao"
"Flora",NA,"Myrtaceae",NA,"Neomitranthes stictophylla","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Plinia callosa","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Plinia cordifolia","VU","nao"
"Flora",NA,"Myrtaceae",NA,"Plinia edulis","VU","sim"
"Flora",NA,"Myrtaceae",NA,"Plinia espinhacensis","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Plinia hatschbachii","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Plinia longiacuminata","CR","nao"
"Flora",NA,"Myrtaceae",NA,"Plinia marqueteana","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Plinia martinellii","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Plinia muricata","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Plinia rara","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Plinia renatiana","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Plinia rogersiana","CR (PEX)","nao"
"Flora",NA,"Myrtaceae",NA,"Plinia spiciflora","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Plinia spiritosantensis","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Psidium araucanum","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Psidium grazielae","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Psidium reptans","EN","sim"
"Flora",NA,"Myrtaceae",NA,"Psidium rotundidiscum","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Psidium sessiliflorum","EN","nao"
"Flora",NA,"Myrtaceae",NA,"Siphoneugena delicata","VU","nao"
"Flora",NA,"Myrtaceae",NA,"Siphoneugena kuhlmannii","VU","sim"
"Flora",NA,"Myrtaceae",NA,"Siphoneugena martinellii","EN","nao"
"Flora",NA,"Nyctaginaceae",NA,"Bougainvillea fasciculata","EN","nao"
"Flora",NA,"Nyctaginaceae",NA,"Neea alumnorum","EN","nao"
"Flora",NA,"Ochnaceae",NA,"Elvasia gigantifolia","VU","nao"
"Flora",NA,"Ochnaceae",NA,"Luxemburgia angustifolia","VU","sim"
"Flora",NA,"Ochnaceae",NA,"Luxemburgia corymbosa","VU","sim"
"Flora",NA,"Ochnaceae",NA,"Luxemburgia flexuosa","VU","sim"
"Flora",NA,"Ochnaceae",NA,"Luxemburgia glazioviana","VU","nao"
"Flora",NA,"Ochnaceae",NA,"Ouratea campos-portoi","EN","nao"
"Flora",NA,"Ochnaceae",NA,"Ouratea cauliflora","VU","nao"
"Flora",NA,"Ochnaceae",NA,"Ouratea chrysopetala","VU","nao"
"Flora",NA,"Ochnaceae",NA,"Ouratea conduplicata","EN","nao"
"Flora",NA,"Ochnaceae",NA,"Ouratea grandifolia","EN","nao"
"Flora",NA,"Ochnaceae",NA,"Ouratea hatschbachii","EN","sim"
"Flora",NA,"Ochnaceae",NA,"Ouratea miersii","EN","nao"
"Flora",NA,"Ochnaceae",NA,"Ouratea pycnostachys","EN","nao"
"Flora",NA,"Ochnaceae",NA,"Ouratea robusta","EN","nao"
"Flora",NA,"Ochnaceae",NA,"Ouratea xerophila","VU","nao"
"Flora",NA,"Ochnaceae",NA,"Sauvagesia nitida","VU","sim"
"Flora",NA,"Ochnaceae",NA,"Wallacea multiflora","EN","nao"
"Flora",NA,"Olacaceae",NA,"Dulacia egleri","EN","nao"
"Flora",NA,"Olacaceae",NA,"Dulacia gardneriana","EN","nao"
"Flora",NA,"Olacaceae",NA,"Dulacia singularis","EN","nao"
"Flora",NA,"Oleaceae",NA,"Chionanthus ferrugineus","EN","nao"
"Flora",NA,"Oleaceae",NA,"Chionanthus fluminensis","CR","sim"
"Flora",NA,"Oleaceae",NA,"Chionanthus micranthus","EN","nao"
"Flora",NA,"Oleaceae",NA,"Chionanthus parviflorus","EN","nao"
"Flora",NA,"Oleaceae",NA,"Chionanthus subsessilis","EN","sim"
"Flora",NA,"Oleaceae",NA,"Priogymnanthus saxicola","CR","nao"
"Flora",NA,"Onagraceae",NA,"Fuchsia alpestris","VU","nao"
"Flora",NA,"Onagraceae",NA,"Fuchsia glazioviana","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Acianthera adiri","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Acianthera bidentata","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Acianthera heringeri","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Acianthera langeana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Acianthera papillosa","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Acianthera subrotundifolia","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Adamantinia miltonioides","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Anathallis colnagoi","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Anathallis gehrtii","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Anathallis pabstii","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Anathallis pubipetala","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Anathallis spannageliana","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Anathallis tigridens","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Barbosella macaheensis","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Barbosella trilobata","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Bifrenaria silvana","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Bifrenaria wittigii","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Bipinnula biplumata","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Bipinnula penicillata","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Brachionidium restrepioides","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Brachystele camporum","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Brassia arachnoidea","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Bulbophyllum arianeae","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Bulbophyllum boudetiana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Bulbophyllum kautskyi","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Bulbophyllum macroceras","CR","nao"
"Flora",NA,"Orchidaceae",NA,"Campylocentrum organense","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Campylocentrum pernambucense","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Catasetum mattosianum","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya aclandiae","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya alaorii","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya briegeri","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya caulescens","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya crispa","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya dormaniana","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya endsfeldzii","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya ghillanyi","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya gloedeniana","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya grandis","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya granulosa","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya guttata","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya harpophylla","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya harrisoniana","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya hoehnei","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya intermedia","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya jongheana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya kautskyana","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya labiata","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya lobata","CR","nao"
"Flora",NA,"Orchidaceae",NA,"Cattleya milleri","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya munchowiana","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya neokautskyi","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya perrinii","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya porphyroglossa","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya pumila","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya purpurata","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya pygmaea","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya schilleriana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya sincorana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya tenebrosa","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya tenuis","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya tigrina","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya velutina","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya walkeriana","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya warneri","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya wittigiana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cattleya xanthina","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Centroglossa castellensis","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Centroglossa greeniana","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Chloraea membranacea","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cirrhaea fuscolutea","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cirrhaea loddigesii","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cirrhaea longiracemosa","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cleistes aphylla","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Codonorchis canisioi","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Constantia cipoensis","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cyclopogon dutrae","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cyclopogon venustus","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Cycnoches pentadactylum","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cyrtopodium caiapoense","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cyrtopodium hatschbachii","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cyrtopodium lamellaticallosum","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cyrtopodium latifolium","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cyrtopodium linearifolium","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Cyrtopodium lissochiloides","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cyrtopodium palmifrons","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Cyrtopodium poecilum var. roseum","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Cyrtopodium triste","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Dichaea mosenii","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Dryadella auriculigera","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Dryadella lilliputiana","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Dryadella susanae","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Encyclia bragancae","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Epidendrum addae","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Epidendrum ammophilum","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Epidendrum harrisoniae","CR","nao"
"Flora",NA,"Orchidaceae",NA,"Epidendrum henschenii","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Epidendrum robustum","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Epidendrum zappii","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Gomesa kautskyi","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Gomesa majevskyae","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Gomesa pectoralis","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Gomesa pulchella","CR","nao"
"Flora",NA,"Orchidaceae",NA,"Grandiphyllum divaricatum","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Grandiphyllum hians","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Grobya cipoensis","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Grobya fascifera","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Habenaria achalensis","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Habenaria brachyplectron","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Habenaria ernesti-ulei","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Habenaria galeandriformis","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Habenaria itaculumia","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Habenaria novaesii","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Habenaria piraquarensis","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Houlletia brocklehurstiana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Isabelia virginalis","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Lankesterella spannageliana","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Malaxis jaraguae","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Masdevallia discoidea","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Maxillaria schunkeana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Miltonia kayasimae","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Myoxanthus ruschii","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Myoxanthus seidelii","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Notylia microchila","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Octomeria alexandri","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Octomeria chamaeleptotes","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Octomeria cochlearis","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Octomeria fimbriata","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Octomeria geraensis","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Octomeria hatschbachii","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Octomeria hoehnei","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Octomeria lichenicola","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Octomeria rodeiensis","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Octomeria rodriguesii","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Octomeria truncicola","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Octomeria wawrae","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Octomeria wilsoniana","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Pabstiella bacillaris","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Pabstiella calcarata","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Pabstiella carinifera","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Pabstiella castellensis","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Pabstiella conspersa","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Pabstiella curti-bradei","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Pabstiella dracula","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Pabstiella garayi","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Pabstiella gracilicaulis","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Pabstiella lingua","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Pabstiella ruschii","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Phragmipedium vittatum","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Phymatidium geiselii","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Phymatidium vogelii","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Polystachya rupicola","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Prescottia spiranthophylla","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Pseudolaelia brejetubensis","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Pseudolaelia canaanensis","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Pseudolaelia cipoensis","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Pseudolaelia citrina","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Pseudolaelia corcovadensis","EN","nao"
"Flora",NA,"Orchidaceae",NA,"Pseudolaelia dutrae","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Pteroglossa hilariana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Rauhiella silvana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Rodriguezia sucrei","CR","nao"
"Flora",NA,"Orchidaceae",NA,"Sarcoglottis alexandri","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Saundersia mirabilis","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Saundersia paniculata","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Scuticaria irwiniana","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Scuticaria itirapinensis","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Scuticaria kautskyi","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Scuticaria strictifolia","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Specklinia gomesferreirae","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Stelis palmeiraensis","VU","nao"
"Flora",NA,"Orchidaceae",NA,"Stigmatosema hatschbachii","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Thelyschista ghillanyi","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Thysanoglossa jordanensis","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Trichocentrum schwambachiae","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Vanilla dietschiana","VU","sim"
"Flora",NA,"Orchidaceae",NA,"Vanilla dubia","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Zygopetalum crinitum subsp. pabstii","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Zygopetalum jugosum","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Zygopetalum murrayanum","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Zygostates kuhlmannii","EN","sim"
"Flora",NA,"Orchidaceae",NA,"Zygostates linearisepala","CR","sim"
"Flora",NA,"Orchidaceae",NA,"Zygostates ovatipetala","EN","nao"
"Flora",NA,"Orobanchaceae",NA,"Agalinis bandeirensis","CR","sim"
"Flora",NA,"Orobanchaceae",NA,"Agalinis brachyphylla","VU","sim"
"Flora",NA,"Orobanchaceae",NA,"Agalinis itambensis","EN","sim"
"Flora",NA,"Orobanchaceae",NA,"Agalinis nana","EN","sim"
"Flora",NA,"Orobanchaceae",NA,"Agalinis ramulifera","EN","sim"
"Flora",NA,"Orobanchaceae",NA,"Agalinis schwackeana","CR","sim"
"Flora",NA,"Orobanchaceae",NA,"Esterhazya caesarea","VU","sim"
"Flora",NA,"Orobanchaceae",NA,"Magdalenaea limae","CR","sim"
"Flora",NA,"Orobanchaceae",NA,"Nothochilus coccineus","EN","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis arachnoidea","CR","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis bela-vitoriae","CR","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis blackii","CR","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis clausenii","CR","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis diamantinae","CR","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis doceana","CR","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis hyalotricha","EN","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis impatiens","EN","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis kuhlmannii","CR","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis mandioccana","VU","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis paranaensis","CR","sim"
"Flora",NA,"Oxalidaceae",NA,"Oxalis praetexta","EN","sim"
"Flora",NA,"Pallaviciniaceae",NA,"Jensenia difformis","EN","sim"
"Flora",NA,"Passifloraceae",NA,"Passiflora farneyi","VU","nao"
"Flora",NA,"Passifloraceae",NA,"Passiflora hatschbachii","EN","sim"
"Flora",NA,"Passifloraceae",NA,"Passiflora imbeana","EN","sim"
"Flora",NA,"Passifloraceae",NA,"Passiflora ischnoclada","CR","sim"
"Flora",NA,"Passifloraceae",NA,"Passiflora margaritae","EN","sim"
"Flora",NA,"Passifloraceae",NA,"Passiflora setulosa","EN","sim"
"Flora",NA,"Passifloraceae",NA,"Passiflora urubiciensis","EN","sim"
"Flora",NA,"Pentaphylacaceae",NA,"Freziera carinata","CR","nao"
"Flora",NA,"Pentaphylacaceae",NA,"Ternstroemia cuneifolia","EN","sim"
"Flora",NA,"Peraceae",NA,"Pera manausensis","EN","nao"
"Flora",NA,"Peraceae",NA,"Pera membranacea","EN","nao"
"Flora",NA,"Peraceae",NA,"Pera pulchrifolia","CR","nao"
"Flora",NA,"Phyllanthaceae",NA,"Amanoa sinuosa","VU","nao"
"Flora",NA,"Phyllanthaceae",NA,"Discocarpus pedicellatus","VU","nao"
"Flora",NA,"Phyllanthaceae",NA,"Phyllanthus biantherifer","EN","nao"
"Flora",NA,"Phyllanthaceae",NA,"Phyllanthus gladiatus","VU","sim"
"Flora",NA,"Phyllanthaceae",NA,"Phyllanthus itatiaiensis","CR","nao"
"Flora",NA,"Phyllanthaceae",NA,"Phyllanthus rosmarinifolius","EN","nao"
"Flora",NA,"Phyllanthaceae",NA,"Phyllanthus umbratus","CR","nao"
"Flora",NA,"Picramniaceae",NA,"Picramnia coccinea","EN","sim"
"Flora",NA,"Picramniaceae",NA,"Picramnia excelsa","VU","nao"
"Flora",NA,"Picramniaceae",NA,"Picramnia grandifolia","EN","nao"
"Flora",NA,"Picrodendraceae",NA,"Piranhea securinega","EN","nao"
"Flora",NA,"Piperaceae",NA,"Peperomia arbuscula","CR","nao"
"Flora",NA,"Piperaceae",NA,"Peperomia cordigera","VU","sim"
"Flora",NA,"Piperaceae",NA,"Peperomia gracilis","EN","sim"
"Flora",NA,"Piperaceae",NA,"Peperomia guarujana","CR","sim"
"Flora",NA,"Piperaceae",NA,"Peperomia hemmendorffii","EN","sim"
"Flora",NA,"Piperaceae",NA,"Peperomia itatiaiana","EN","sim"
"Flora",NA,"Piperaceae",NA,"Peperomia loefgrenii","EN","sim"
"Flora",NA,"Piperaceae",NA,"Peperomia pubipeduncula","CR","nao"
"Flora",NA,"Piperaceae",NA,"Peperomia rostulatiformis","EN","sim"
"Flora",NA,"Piperaceae",NA,"Peperomia rufispica","CR","sim"
"Flora",NA,"Piperaceae",NA,"Piper amparoense","EN","sim"
"Flora",NA,"Piperaceae",NA,"Piper anostachyum","EN","sim"
"Flora",NA,"Piperaceae",NA,"Piper barretoi","EN","sim"
"Flora",NA,"Piperaceae",NA,"Piper bennettianum","VU","sim"
